[FH] ACGL 2024-12-07 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2024-12-07 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2024-12-07 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2024-12-07 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2024-12-07 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2024-12-08 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2024-12-08 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2024-12-08 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2024-12-08 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2024-12-08 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-02-07 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-02-07 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-02-07 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-02-07 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-02-07 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-02-08 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-02-08 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-02-08 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-02-08 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-02-08 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-04-10 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-04-10 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-04-10 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-04-10 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-04-10 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-04-11 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-04-11 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-04-11 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-04-11 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-04-11 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-06-11 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-06-11 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-06-11 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-06-11 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-06-11 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-06-12 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-06-12 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-06-12 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-06-12 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-06-12 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-08-12 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-08-12 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-08-12 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-08-12 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-08-12 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-08-13 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-08-13 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-08-13 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-08-13 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-08-13 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-10-13 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-10-13 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-10-13 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-10-13 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-10-13 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-10-14 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-10-14 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-10-14 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-10-14 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL 2025-10-14 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] ACGL: wrote 365 files, skipped 0
[FH] ACGL: wrote 4 files, skipped 361
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 3 files, skipped 362
[FH] ACGL: wrote 3 files, skipped 362
[FH] ACGL: wrote 3 files, skipped 362
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 3 files, skipped 362
[FH] ACGL: wrote 3 files, skipped 362
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 3 files, skipped 362
[FH] ACGL: wrote 4 files, skipped 361
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 0 files, skipped 365
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 1 files, skipped 364
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
[FH] ACGL: wrote 2 files, skipped 363
