[FH] AFL 2024-12-15 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2024-12-15 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2024-12-15 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2024-12-15 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2024-12-15 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2024-12-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2024-12-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2024-12-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2024-12-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2024-12-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-02-15 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-02-15 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-02-15 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-02-15 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-02-15 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-02-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-02-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-02-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-02-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-02-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-04-18 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-04-18 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-04-18 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-04-18 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-04-18 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-04-19 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-04-19 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-04-19 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-04-19 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-04-19 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-06-19 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-06-19 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-06-19 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-06-19 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-06-19 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-06-20 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-06-20 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-06-20 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-06-20 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-06-20 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-08-20 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-08-20 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-08-20 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-08-20 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-08-20 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-08-21 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-08-21 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-08-21 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-08-21 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-08-21 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-10-21 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-10-21 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-10-21 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-10-21 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-10-21 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-10-22 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-10-22 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-10-22 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-10-22 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL 2025-10-22 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL: wrote 365 files, skipped 0
[FH] AFL 2025-11-02 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL: wrote 4 files, skipped 361
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 1 files, skipped 364
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 1 files, skipped 364
[FH] AFL: wrote 2 files, skipped 363
[FH] AFL: wrote 2 files, skipped 363
[FH] AFL: wrote 1 files, skipped 364
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 2 files, skipped 363
[FH] AFL: wrote 2 files, skipped 363
[FH] AFL: wrote 2 files, skipped 363
[FH] AFL: wrote 1 files, skipped 364
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 2 files, skipped 363
[FH] AFL: wrote 3 files, skipped 362
[FH] AFL: wrote 3 files, skipped 362
[FH] AFL: wrote 3 files, skipped 362
[FH] AFL: wrote 2 files, skipped 363
[FH] AFL: wrote 2 files, skipped 363
[FH] AFL: wrote 3 files, skipped 362
[FH] AFL: wrote 3 files, skipped 362
[FH] AFL: wrote 2 files, skipped 363
[FH] AFL: wrote 3 files, skipped 362
[FH] AFL 2025-12-16 rate-limited: FinnhubAPIException(status_code: 429): API limit reached. Please try again later. Remaining Limit: 0
[FH] AFL: wrote 4 files, skipped 361
[FH] AFL: wrote 1 files, skipped 364
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 1 files, skipped 364
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 1 files, skipped 364
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 1 files, skipped 364
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 1 files, skipped 364
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 1 files, skipped 364
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
[FH] AFL: wrote 0 files, skipped 365
